,TF-IDF
chocolatier,0.0
chocolatey,0.0
choline,0.0
choose,0.0
christ,0.0
chorizo,0.0
chris,0.0
chr,0.0
chp,0.0
choy,0.0
chowder,0.0
chow,0.0
chosen,0.0
chorobenzophenone,0.0
choripdong,0.0
chooses,0.0
chorionic,0.0
choriomeningitis,0.0
choriomenengitis,0.0
chord,0.0
chopper,0.0
chopped,0.0
chop,0.0
choosing,0.0
cloned,0.0
clonidine,0.0
clop,0.0
communicate,0.0
commenced,0.0
commas,0.0
commands,0.0
commanded,0.0
command,0.0
comma,0.0
comm,0.0
comingling,0.0
comingled,0.0
coming,0.0
comfort,0.0
comes,0.0
come,0.0
combustion,0.0
combust,0.0
combos,0.0
combomap,0.0
combo,0.0
combiset,0.0
comment,0.0
comments,0.0
commerce,0.0
commitmen,0.0
commserver,0.0
commonwealth,0.0
commonly,0.0
common,0.0
commodity,0.0
commodities,0.0
commode,0.0
commitment,0.0
commissioning,0.0
commercial,0.0
commissioned,0.0
commission,0.0
comminuted,0.0
commingled,0.0
commingle,0.0
commercially,0.0
commercializing,0.0
commercialization,0.0
combining,0.0
combined,0.0
combine,0.0
colony,0.0
colorimetric,0.0
colored,0.0
coloration,0.0
colorants,0.0
colorant,0.0
colorado,0.0
color,0.0
coloplast,0.0
colonoscopy,0.0
colorings,0.0
colonoscopes,0.0
colonoscope,0.0
colonna,0.0
colonized,0.0
colonization,0.0
colonies,0.0
colloidal,0.0
collision,0.0
coloring,0.0
colorless,0.0
combinations,0.0
column,0.0
combination,0.0
combim,0.0
combilizer,0.0
combi,0.0
comb,0.0
coma,0.0
com,0.0
columns,0.0
columbus,0.0
colors,0.0
columbia,0.0
coltsfoot,0.0
coltene,0.0
colt,0.0
colpotomy,0.0
colours,0.0
colostrum,0.0
colorsafe,0.0
communicable,0.0
communicated,0.0
clopidogrel,0.0
communicates,0.0
composer,0.0
composed,0.0
components,0.0
component,0.0
complying,0.0
comply,0.0
complies,0.0
complications_xd_,0.0
complications,0.0
complication,0.0
compliants,0.0
compliant,0.0
compliance,0.0
complex,0.0
completion,0.0
completing,0.0
completes,0.0
completeness,0.0
completely,0.0
composite,0.0
composition,0.0
compositions,0.0
compressed,0.0
compromises,0.0
compromised,0.0
compromise,0.0
comprised,0.0
compressors,0.0
compressor,0.0
compressions,0.0
compression,0.0
compress,0.0
compote,0.0
comprehensive,0.0
compounds,0.0
compounding,0.0
compounders,0.0
compounder,0.0
compounded,0.0
compound_xd_,0.0
compound,0.0
completed,0.0
complete,0.0
complementary,0.0
companies,0.0
comparing,0.0
compared,0.0
compare,0.0
comparable,0.0
companys,0.0
company,0.0
compano,0.0
companion,0.0
compact,0.0
comparisons,0.0
comp,0.0
comorbidities,0.0
community,0.0
communicator,0.0
communications,0.0
communication,0.0
communicatio,0.0
communicating,0.0
comparison,0.0
compartment,0.0
complement,0.0
compia,0.0
complaints_xd_,0.0
complaints,0.0
complaint,0.0
complains,0.0
complained,0.0
complainant,0.0
complain,0.0
complai,0.0
competitive,0.0
compass,0.0
competent,0.0
compensator,0.0
compensation,0.0
compendia,0.0
compatible_xd_,0.0
compatible,0.0
compatibility,0.0
compat,0.0
collins,0.0
collimators,0.0
collimator,0.0
collimation,0.0
coagulating,0.0
coagulate,0.0
coagulase,0.0
coaguchek,0.0
coag,0.0
coach,0.0
coaccess,0.0
coa,0.0
co,0.0
cns,0.0
cn,0.0
cmv,0.0
cmp,0.0
cmo,0.0
cmn,0.0
cmgp,0.0
cmg,0.0
cmf,0.0
cme,0.0
coagulation,0.0
coagulator,0.0
coagulators,0.0
coaxials,0.0
coburn,0.0
cobra,0.0
coborn,0.0
coblator,0.0
cobb,0.0
cobasinfinity,0.0
cobas,0.0
cobalt,0.0
coaxial,0.0
coal,0.0
coaxia,0.0
coats,0.0
coatings,0.0
coating,0.0
coated,0.0
coat,0.0
coast,0.0
coarse,0.0
cmc,0.0
cma,0.0
cm_xd_,0.0
clostrididum,0.0
clothing,0.0
cloth,0.0
clot,0.0
closures,0.0
closure_xd_,0.0
closure,0.0
clostridium,0.0
clostridioforme,0.0
closted,0.0
clots,0.0
closing_xd_,0.0
closing,0.0
closest,0.0
closes,0.0
closer,0.0
closely,0.0
closed,0.0
close,0.0
clotrimazole,0.0
clotted,0.0
cm,0.0
club,0.0
clxusa,0.0
clx,0.0
clutch,0.0
clusters,0.0
cluster,0.0
clumps,0.0
clumping,0.0
clumped,0.0
clu,0.0
clotting,0.0
clsim,0.0
clsi,0.0
clr,0.0
clozapine,0.0
clover,0.0
cloudy,0.0
clouding,0.0
cloud,0.0
coca,0.0
cocaine,0.0
cocci,0.0
colestipol,0.0
colistin,0.0
colink,0.0
colinearity,0.0
coliman,0.0
coliforms,0.0
coliform,0.0
colic,0.0
coli,0.0
coleslaw,0.0
collapse,0.0
colesevelam,0.0
cole,0.0
cold,0.0
colchicine,0.0
colby,0.0
cola,0.0
coke,0.0
coins,0.0
collagen,0.0
collapsed,0.0
coin,0.0
collected,0.0
collide,0.0
collets,0.0
collet,0.0
collectors,0.0
collector,0.0
collection_xd_,0.0
collection,0.0
collecting,0.0
collect,0.0
collapser,0.0
collatene,0.0
collasyn,0.0
collars,0.0
collarless,0.0
collared,0.0
collards,0.0
collar,0.0
collapsing,0.0
coincide,0.0
coils,0.0
cochineal,0.0
cocononut,0.0
cod,0.0
cocrmo,0.0
cocr,0.0
cocoon,0.0
coconuts,0.0
coconuthead,0.0
coconut_xd_,0.0
coconut,0.0
cocolo,0.0
code,0.0
cocoa,0.0
coco,0.0
cocktail,0.0
cocks,0.0
cockpits,0.0
cockpit,0.0
cochleostomy,0.0
cochlear,0.0
codan,0.0
code_xd_,0.0
coiled,0.0
coffee,0.0
coil,0.0
cohesive,0.0
coherence,0.0
cohb,0.0
cognistm,0.0
cognis,0.0
cogent,0.0
coffees,0.0
coenzyme,0.0
coded,0.0
coefficients,0.0
coefficient,0.0
codon,0.0
codman,0.0
coding,0.0
codfish,0.0
codes,0.0
codeine,0.0
cherries,0.0
cheong,0.0
cheng,0.0
careful,0.0
cardiocap,0.0
cardiocall,0.0
cardioblate,0.0
cardio,0.0
cardinal,0.0
cardica,0.0
cardiacvx,0.0
cardiac,0.0
cardia,0.0
cardbox,0.0
cardboard,0.0
cardan,0.0
cardamon,0.0
cardamom,0.0
card_xd_,0.0
card,0.0
carcinogenicity,0.0
carcinogen,0.0
carcinoembryonic,0.0
cardiocek,0.0
cardiochek,0.0
cardiogenesis,0.0
cardiosave,0.0
carealert,0.0
care,0.0
cards_xd_,0.0
cards,0.0
cardioverter,0.0
cardioversion,0.0
cardiovascular,0.0
cardiotomy,0.0
cardiopulmonary,0.0
cardiograph,0.0
cardiopu,0.0
cardioplegia_xd_,0.0
cardioplegia,0.0
cardiomems,0.0
cardiology,0.0
cardiologist,0.0
cardioimmune,0.0
cardiohelp,0.0
carboy,0.0
carboxymethylcellulose,0.0
carboxyhemoglobin,0.0
captured,0.0
caravelle,0.0
caramels,0.0
caramelized,0.0
caramel,0.0
car,0.0
captus,0.0
capturing,0.0
captures,0.0
capture,0.0
caraway,0.0
captura,0.0
captomer,0.0
captiva,0.0
captia,0.0
captan,0.0
captain,0.0
capsuletopril,0.0
capsules,0.0
caravelle_xd_,0.0
carb,0.0
carbostyril,0.0
carbodenafil,0.0
carboplatin,0.0
carbondenafil,0.0
carbonation,0.0
carbonated,0.0
carbonate,0.0
carbon,0.0
carbohydrates,0.0
carbohydrate,0.0
carbimazole,0.0
carbadox,0.0
carbidopa,0.0
carbides,0.0
carbide,0.0
carbendizam,0.0
carbendazim,0.0
carbapenem,0.0
carbamide,0.0
carbamazepine,0.0
carealerts,0.0
carefully,0.0
casseliflavus,0.0
carefusion,0.0
cartridge,0.0
cartounivu,0.0
cartosound,0.0
cartons,0.0
carton_xd_,0.0
carton,0.0
carto,0.0
cartilage,0.0
cart,0.0
carson,0.0
cars,0.0
carryover,0.0
carrying,0.0
carry_xd_,0.0
carry,0.0
carrots,0.0
carrot,0.0
carroll,0.0
carries,0.0
cartridges,0.0
carts,0.0
carvedilol,0.0
cases,0.0
cass,0.0
caspsule,0.0
casper,0.0
casings,0.0
casing,0.0
cashwes,0.0
cashews,0.0
cashew,0.0
casero,0.0
cary_x_s,0.0
caseinate,0.0
casein,0.0
case,0.0
cascadian,0.0
cascade,0.0
casas,0.0
casa,0.0
cas,0.0
carriers,0.0
carrier,0.0
carried,0.0
carestream,0.0
carina,0.0
caries,0.0
carica,0.0
caribe,0.0
caribbean,0.0
cargo,0.0
cargill,0.0
carevision,0.0
carestation,0.0
carinasim,0.0
carescapemonitor,0.0
carescape,0.0
cares,0.0
caremor,0.0
carelink,0.0
caregivers,0.0
caregiver,0.0
caregiv,0.0
carinaiso,0.0
carl,0.0
carriages,0.0
carob_xd_,0.0
carriage,0.0
carrau,0.0
carrageenan,0.0
carousel,0.0
carotid,0.0
carotene,0.0
carolina_xd_,0.0
carolina,0.0
carob,0.0
carlo,0.0
carnivore,0.0
carnitine,0.0
carne,0.0
carmustine,0.0
carmoisine,0.0
carmine,0.0
carmel,0.0
carmeda,0.0
capsule,0.0
capsular,0.0
capsu,0.0
capsimax,0.0
calibrations,0.0
calibration_xd_,0.0
calibration,0.0
calibrating,0.0
calibrated,0.0
calibrate,0.0
calf,0.0
calendar,0.0
caldensity,0.0
calcv,0.0
calculator,0.0
calculations,0.0
calculation,0.0
calculating,0.0
calculates,0.0
calculated,0.0
calculate,0.0
calcu,0.0
calcoaceticus,0.0
calibrator,0.0
calibrators,0.0
california,0.0
calories,0.0
came,0.0
cambridge,0.0
camaron,0.0
cam_xd_,0.0
cam,0.0
calzone,0.0
calretinin,0.0
calpak,0.0
calorie,0.0
caliper,0.0
calm,0.0
calls,0.0
callout,0.0
calling,0.0
called,0.0
calle,0.0
callaloo,0.0
call,0.0
calcium,0.0
calcitriol,0.0
calcifications,0.0
cache,0.0
cadet,0.0
cadence,0.0
caddy,0.0
caddies,0.0
cadd,0.0
cadb,0.0
cad,0.0
cactus,0.0
cacao,0.0
cadmium,0.0
cac,0.0
cabling,0.0
cables_xd_,0.0
cables,0.0
cable,0.0
cabinets,0.0
cabinet,0.0
cabin,0.0
cadillac,0.0
caesar,0.0
calci,0.0
cake_xd_,0.0
calcar,0.0
calcaneus,0.0
calcaneal,0.0
calc,0.0
calavo,0.0
cala,0.0
cal,0.0
cakes,0.0
cake,0.0
caesarean,0.0
cak,0.0
cajun,0.0
cages,0.0
cage,0.0
caffeine,0.0
caffeinated,0.0
cafe,0.0
caf,0.0
camera,0.0
cameras,0.0
camino,0.0
capa,0.0
capacity,0.0
capacitors,0.0
capacitor,0.0
capacitive,0.0
capacitance,0.0
capable,0.0
capability,0.0
capabilities,0.0
cap,0.0
capillaries,0.0
cantaloupes,0.0
cantaloupe,0.0
cans,0.0
canopy,0.0
canoodles,0.0
canon,0.0
canola,0.0
cannulation,0.0
capelin,0.0
capillary,0.0
cannulas,0.0
capnostream,0.0
caps,0.0
caprolactone,0.0
caprisun,0.0
capri,0.0
caprese,0.0
cappuccino,0.0
capped,0.0
capp,0.0
capnographs,0.0
capintec,0.0
capnogram,0.0
caplox,0.0
caplets,0.0
caplet,0.0
capitellum,0.0
capital,0.0
capiox,0.0
capio,0.0
cannulated,0.0
cannulaide,0.0
camp,0.0
canadian,0.0
cancels,0.0
cancellous,0.0
cancelled,0.0
cancellation,0.0
canceling,0.0
cancel,0.0
canapes,0.0
canal,0.0
canada,0.0
candela,0.0
can_xd_,0.0
can_x_t,0.0
can,0.0
camu,0.0
campylobacter,0.0
camphor,0.0
campestre,0.0
campaign,0.0
cancer,0.0
candesartan,0.0
cannulae,0.0
canisters,0.0
cannula_xd_,0.0
cannula,0.0
cannot,0.0
canning,0.0
canned,0.0
cannabinoid_xd_,0.0
cannabinoid,0.0
cannabidiol,0.0
canister,0.0
candida,0.0
canine,0.0
canes,0.0
cane,0.0
candymaker,0.0
candy,0.0
candies,0.0
candied,0.0
candidus,0.0
cassava,0.0
casserole,0.0
chemstrip,0.0
champion,0.0
cgmps,0.0
cgmp,0.0
cgm,0.0
cg,0.0
cfy,0.0
cfx,0.0
cfus,0.0
cfur,0.0
cfu,0.0
cfsan,0.0
cfs,0.0
cfr,0.0
cfpxf,0.0
cfpmb,0.0
cfpm,0.0
cfp,0.0
cfmbx,0.0
cflu,0.0
cfia,0.0
cgnp,0.0
ch,0.0
chafe,0.0
challenging,0.0
champ,0.0
chamomile,0.0
chamfer,0.0
chambers,0.0
chamberlain,0.0
chamber_xd_,0.0
chamber,0.0
chamb,0.0
challenges,0.0
chagas,0.0
challenge,0.0
challah,0.0
chairside,0.0
chairs,0.0
chair,0.0
chains,0.0
chain,0.0
chai,0.0
cfdna,0.0
cfd,0.0
cfa,0.0
ceram,0.0
ceres,0.0
cerebrospinal,0.0
cerebral,0.0
cereals,0.0
cereal,0.0
ceramix,0.0
ceramic,0.0
ceramax,0.0
cer,0.0
cereus,0.0
cepheid,0.0
cephalosporin,0.0
cephaloascus,0.0
cephalexin,0.0
cepecia,0.0
cepacia,0.0
cep,0.0
century,0.0
ceretom,0.0
cerevisiae,0.0
cf,0.0
cervical,0.0
cetylpyridinum,0.0
cetirizine,0.0
cetacaine,0.0
cessation,0.0
cesium,0.0
cesarean,0.0
cervix,0.0
cervical_xd_,0.0
ceruloplasmin,0.0
certain,0.0
certitude,0.0
certified,0.0
certification_xd_,0.0
certification,0.0
certificate,0.0
certegraworkstation,0.0
certas,0.0
certain_xd_,0.0
champagne,0.0
champions,0.0
cassette,0.0
champs,0.0
cheeses,0.0
cheesecloth,0.0
cheesecakes,0.0
cheesecake,0.0
cheese,0.0
cheerios,0.0
cheektowaga,0.0
cheeks,0.0
cheddar,0.0
checks,0.0
checkpoint,0.0
checklist,0.0
checking,0.0
checkered,0.0
checked,0.0
checkboxes,0.0
checkbox,0.0
check,0.0
chattering,0.0
cheesewas,0.0
cheesy,0.0
cheeze,0.0
chemisty,0.0
chemotherapy_xd_,0.0
chemotherapy,0.0
chemotherapeutics,0.0
chemolock,0.0
chemogram,0.0
chemoclave,0.0
chemo,0.0
chemlock,0.0
chemistry,0.0
chef,0.0
chemiluminescent,0.0
chemicals,0.0
chemically,0.0
chemical,0.0
chem,0.0
chelonae,0.0
chek,0.0
chefs,0.0
chatter,0.0
chassis,0.0
charts,0.0
changes,0.0
characteristic,0.0
character,0.0
char,0.0
chapis,0.0
channels,0.0
channeling,0.0
channel,0.0
changing,0.0
changer,0.0
characterization,0.0
changeover,0.0
changed,0.0
change_xd_,0.0
change,0.0
chang,0.0
chance,0.0
chanbada,0.0
champtions,0.0
characteristics,0.0
characterization_xd_,0.0
chart,0.0
charging,0.0
charring,0.0
charnley,0.0
charm,0.0
charlies,0.0
charles,0.0
charlemagne,0.0
charlee,0.0
chariot,0.0
chargers,0.0
characterize,0.0
charger,0.0
charged,0.0
charge_xd_,0.0
charge,0.0
chard,0.0
charcoal,0.0
characters,0.0
characterized,0.0
centurion,0.0
centron,0.0
centrimag,0.0
centrifuges,0.0
cavatappi,0.0
cava,0.0
cautions,0.0
cautionary,0.0
caution,0.0
cautery,0.0
caustic,0.0
causing,0.0
causes,0.0
caused,0.0
cause_xd_,0.0
cause,0.0
causal,0.0
cauliflower,0.0
caught,0.0
caudal,0.0
caud,0.0
cau,0.0
cattle,0.0
caviar,0.0
cavicide,0.0
cavities,0.0
cblt,0.0
ccm,0.0
ccd,0.0
ccc,0.0
cca,0.0
cc_xd_,0.0
cc,0.0
cbst,0.0
cbs,0.0
cbct,0.0
cavity,0.0
cbcii,0.0
cbc,0.0
cb,0.0
cayetanensis,0.0
cayentanesis,0.0
cayenne,0.0
caviwipes,0.0
caviwave,0.0
catswell,0.0
catsmart,0.0
cats,0.0
castor,0.0
catalys,0.0
catalogue,0.0
catalog,0.0
cat,0.0
casuse,0.0
casue,0.0
casts,0.0
castors,0.0
castings,0.0
cataract,0.0
casting,0.0
castile,0.0
casters,0.0
caster,0.0
castellini,0.0
castable,0.0
cast,0.0
cassettes,0.0
catalytic,0.0
cataracts,0.0
cation,0.0
cathet,0.0
cathode,0.0
catheters_xd_,0.0
catheters,0.0
catheterrelated,0.0
catheterization,0.0
catheter_xd_,0.0
catheter_x_s,0.0
catheter,0.0
cath,0.0
catastrophic,0.0
catering,0.0
category,0.0
categorized,0.0
categorization,0.0
catching,0.0
catches,0.0
catcher,0.0
catch,0.0
ccm_xd_,0.0
cco,0.0
ccp,0.0
celsius,0.0
centaurp,0.0
centaur,0.0
cenorin,0.0
cements,0.0
cementless,0.0
cemented,0.0
cement,0.0
cem,0.0
cellutome,0.0
centered,0.0
cellulose,0.0
cellulase,0.0
cellular,0.0
celltracks,0.0
cells,0.0
celling,0.0
cellestis,0.0
celldiscoverer,0.0
center,0.0
centering,0.0
celestial,0.0
centralized,0.0
centrifuged,0.0
centrifuge,0.0
centrifugation,0.0
centrifugal,0.0
centricity,0.0
centric,0.0
centred,0.0
centration,0.0
centralink,0.0
centers,0.0
central_xd_,0.0
central,0.0
centipoise,0.0
centinela,0.0
centinel,0.0
centimeters,0.0
centimeter,0.0
centesis,0.0
cell,0.0
celery,0.0
ccu,0.0
cdm,0.0
ce,0.0
cdx,0.0
cdt,0.0
cdsc,0.0
cds,0.0
cdrh,0.0
cdph,0.0
cdnv,0.0
cdl,0.0
cease,0.0
cdi,0.0
cdg,0.0
cdf,0.0
cde,0.0
cdc,0.0
cdb,0.0
cd_x_s,0.0
cd,0.0
cea,0.0
ceases,0.0
celerity,0.0
cefovecin,0.0
celebration,0.0
ceiling_xd_,0.0
ceiling,0.0
ceil,0.0
ceg,0.0
cefuroxime,0.0
ceftriaxone,0.0
ceftaroline,0.0
cefepime,0.0
ceasing,0.0
cefazolin,0.0
cefaclor,0.0
cee,0.0
cedia,0.0
cedarlane,0.0
cedara,0.0
cedar,0.0
cebada,0.0
compromising,0.0
computation,0.0
lens,0.0
dearborn,0.0
dcps,0.0
dcp,0.0
dcl,0.0
dci,0.0
dceu,0.0
dcd,0.0
dcaf,0.0
dca,0.0
dc,0.0
dbx,0.0
dbs,0.0
dbm,0.0
dblf,0.0
dbil_,0.0
dbil,0.0
dbf,0.0
dba,0.0
db,0.0
dazs,0.0
dcs,0.0
dcu,0.0
dcx,0.0
deactivate,0.0
dean,0.0
dealing,0.0
dealers,0.0
deal,0.0
deadly,0.0
deadline,0.0
dead,0.0
deactivated,0.0
dea,0.0
dd,0.0
de,0.0
ddp,0.0
ddose,0.0
ddos,0.0
ddmmyy,0.0
ddk,0.0
ddgs,0.0
dda,0.0
daytona,0.0
daytime,0.0
days_xd_,0.0
dario,0.0
darunavir,0.0
dart,0.0
darom,0.0
darocur,0.0
darkly,0.0
darker,0.0
darken,0.0
dark,0.0
daptomycin,0.0
dashport,0.0
dapsone,0.0
dapoxetine,0.0
dap,0.0
danville,0.0
dantec,0.0
danone,0.0
dannon,0.0
danish,0.0
dash,0.0
dat,0.0
days,0.0
dates,0.0
daylight,0.0
day,0.0
dawson,0.0
dawn,0.0
davis,0.0
dav,0.0
dauberville,0.0
dating,0.0
dated,0.0
data,0.0
date_xd_,0.0
date,0.0
datasets,0.0
dataset,0.0
datapad,0.0
databases,0.0
database,0.0
databank,0.0
dear,0.0
dearchiving,0.0
daniella,0.0
death,0.0
deep,0.0
deen,0.0
deemed,0.0
dee,0.0
dedinas,0.0
dedicated,0.0
decubitus,0.0
decrement,0.0
decree,0.0
decreasing,0.0
decreases,0.0
decreased,0.0
decrease,0.0
decox,0.0
decoty,0.0
decorticating,0.0
decors,0.0
decorative,0.0
decoration,0.0
deeper,0.0
deer,0.0
defatted,0.0
defibrillate,0.0
deficit,0.0
deficient,0.0
deficiency,0.0
deficiencies,0.0
defibrillators,0.0
defibrillator,0.0
defibrillation,0.0
defibrillating,0.0
defib,0.0
default,0.0
deferred,0.0
deferral,0.0
deferoxamine,0.0
defense,0.0
defects,0.0
defective,0.0
defect,0.0
defaults,0.0
decorated,0.0
decor,0.0
decontamination,0.0
debris_xd_,0.0
deceleration,0.0
decapping,0.0
decanoate,0.0
decaffeinated,0.0
decadence,0.0
deca,0.0
dec,0.0
deburring,0.0
debris,0.0
decide,0.0
debridement,0.0
debossing,0.0
debossed,0.0
debond,0.0
debbas,0.0
debakey,0.0
deb,0.0
deaths,0.0
december,0.0
decided,0.0
decongestant,0.0
declaring,0.0
decompression,0.0
decomposition,0.0
decomposed,0.0
decommissioning,0.0
decoding,0.0
declining,0.0
declined,0.0
decline,0.0
declares,0.0
decides,0.0
declared,0.0
declare,0.0
declarations,0.0
declaration,0.0
deck,0.0
decisions,0.0
decision,0.0
decimal,0.0
daniels,0.0
dangerous,0.0
computations,0.0
cyanide,0.0
cutoff,0.0
cutera,0.0
cutaneous,0.0
cutanea,0.0
cut_x_out,0.0
cut,0.0
customs,0.0
customized,0.0
customization,0.0
customers,0.0
customer_xd_,0.0
customer,0.0
customed,0.0
custom_xd_,0.0
custom,0.0
custard,0.0
cushions,0.0
cushion_xd_,0.0
cushion,0.0
cutout,0.0
cuts,0.0
cutter,0.0
cvs,0.0
cxl,0.0
cxiii,0.0
cxdi,0.0
cxcpmv,0.0
cxc,0.0
cx,0.0
cwp,0.0
cw,0.0
cvr,0.0
cutters,0.0
cvp,0.0
cvc,0.0
cv,0.0
cuvettes,0.0
cuvette_xd_,0.0
cuvette,0.0
cuttlefish,0.0
cutting,0.0
cusa,0.0
curvtek,0.0
curves,0.0
culture,0.0
cup,0.0
cumulative,0.0
cumulated,0.0
cuminum,0.0
cumin,0.0
cumene,0.0
cultures,0.0
cultured,0.0
cultivation,0.0
cupcakes,0.0
culinary,0.0
cuisine,0.0
cui,0.0
cuffs,0.0
cuffless,0.0
cuffed,0.0
cuff,0.0
cucumbers,0.0
cupcake,0.0
cups,0.0
curved,0.0
curr,0.0
curve,0.0
curvature,0.0
cursor,0.0
curry,0.0
currents,0.0
currently_xd_,0.0
currently,0.0
current,0.0
curlin,0.0
curcumin,0.0
curity,0.0
curit,0.0
curing,0.0
curette,0.0
cured,0.0
cure,0.0
curd_xd_,0.0
curd,0.0
cy,0.0
cyanocobalamin,0.0
danger,0.0
cyanosis,0.0
daemon,0.0
dade,0.0
dad,0.0
dabra,0.0
daaks,0.0
da,0.0
d_xd_,0.0
czech,0.0
cz,0.0
cytotoxicity,0.0
cytotoxic,0.0
cytosponge,0.0
cytoscopes,0.0
cytometers,0.0
cytometer,0.0
cytomegalovirus,0.0
cytology,0.0
cytoguard,0.0
cyto,0.0
dafilon,0.0
dai,0.0
daidzein,0.0
damag,0.0
dandruff,0.0
dams,0.0
damper,0.0
damon,0.0
damaging,0.0
damages,0.0
damaged,0.0
damage,0.0
dam,0.0
daily,0.0
dallas,0.0
dakota,0.0
dako,0.0
daisy,0.0
daisho,0.0
dairymen,0.0
dairy,0.0
dairies,0.0
cytarabine_xd_,0.0
cystoscopy,0.0
cystoscopically,0.0
cycler_x_s,0.0
cyclospora,0.0
cyclohexanone,0.0
cyclobenzaprine,0.0
cyclo,0.0
cycling,0.0
cyclesure,0.0
cycles,0.0
cyclers,0.0
cycler,0.0
cyclosporine,0.0
cycled,0.0
cycle_x_threshold,0.0
cycle,0.0
cyclamates,0.0
cyclamate,0.0
cybersecurity,0.0
cyberknife,0.0
cyber,0.0
cyclosporin,0.0
cyclosproine,0.0
cystic,0.0
cypionate,0.0
cysteine,0.0
cysteamine,0.0
cystatin,0.0
cys,0.0
cyrus,0.0
cyroballoon,0.0
cyproheptadine,0.0
cypress,0.0
cypher,0.0
cyclotron,0.0
cypermethrin,0.0
cypc,0.0
cypass,0.0
cyminum,0.0
cylindrical,0.0
cylinders,0.0
cylinder,0.0
cyhalothrin,0.0
defined,0.0
defines,0.0
defining,0.0
devagrass,0.0
detected,0.0
detectable,0.0
detectability,0.0
detect,0.0
detained,0.0
details,0.0
detailed,0.0
detail,0.0
detachment,0.0
detaching,0.0
detaches,0.0
detached,0.0
detachable,0.0
detach,0.0
det,0.0
desvenlafaxine,0.0
destructive,0.0
destruction,0.0
destroyed,0.0
detecting,0.0
detection,0.0
detection_xd_,0.0
determi,0.0
deterrmined,0.0
determining,0.0
determined,0.0
determine_xd_,0.0
determine,0.0
determinations,0.0
determination,0.0
determin,0.0
deterioration,0.0
detector,0.0
deteriorates,0.0
deteriorated,0.0
deteriorate,0.0
deterioation,0.0
detergent,0.0
detent,0.0
detects,0.0
detectors,0.0
destroy,0.0
destination,0.0
dessicants,0.0
describing,0.0
desiccant,0.0
deshi,0.0
desflurane,0.0
desensitizer,0.0
deselecting,0.0
descriptors,0.0
descriptions,0.0
description,0.0
describes,0.0
desiccated,0.0
described,0.0
describe,0.0
descent,0.0
descending,0.0
descended,0.0
descend,0.0
desaturation,0.0
des,0.0
desiccants,0.0
design,0.0
desserts,0.0
desk,0.0
dessert,0.0
despite,0.0
desonide,0.0
desmopressin,0.0
desmethylsibutramine,0.0
desmethyl,0.0
desloratadine,0.0
desktop,0.0
desist,0.0
designate,0.0
desired,0.0
desirable,0.0
desipramine,0.0
designer,0.0
designed,0.0
designation,0.0
designates,0.0
designated,0.0
detroit,0.0
develop,0.0
definite,0.0
developed,0.0
diagnostically,0.0
diagnostica,0.0
diagnostic,0.0
diagnost,0.0
diagnosis,0.0
diagnosed,0.0
diag,0.0
diacap,0.0
diabetic,0.0
diabetes,0.0
dia,0.0
di,0.0
dhrs,0.0
dhr,0.0
dhq,0.0
dhmh,0.0
dheas,0.0
dhea,0.0
dharma,0.0
diagnostics,0.0
diagram,0.0
dial,0.0
dialyzers,0.0
diamond,0.0
diamigo,0.0
diameters,0.0
diameter_xd_,0.0
diameter,0.0
diamedix,0.0
diam,0.0
dialyzing,0.0
dialyzer,0.0
dialdehyde,0.0
dialysis,0.0
dialysate,0.0
dials,0.0
dialpak,0.0
dialogue,0.0
dialogs,0.0
dialog,0.0
dialed,0.0
dha,0.0
dgxn,0.0
dgp,0.0
deviations,0.0
deviled,0.0
devilbiss,0.0
devices_xd_,0.0
devices,0.0
device_xd_,0.0
device_x_s,0.0
device,0.0
devic,0.0
deviation,0.0
dew,0.0
deviating,0.0
deviated,0.0
deviate,0.0
deviaitons,0.0
develops,0.0
development,0.0
developing,0.0
developer,0.0
devon,0.0
dewormer,0.0
dghp,0.0
dfes,0.0
dgde,0.0
dfu,0.0
dft,0.0
dfr,0.0
dfnc,0.0
dfn,0.0
dfmea,0.0
dfi,0.0
dfa,0.0
dex,0.0
df,0.0
dextrose,0.0
dextromethorphan,0.0
dextroamphetamine,0.0
dextran,0.0
dexium,0.0
dexcopy,0.0
dexamethasone,0.0
dertermined,0.0
ders,0.0
deroyal,0.0
dermatomes,0.0
deletes,0.0
deleted,0.0
delete,0.0
delays,0.0
delaying,0.0
delayed_xd_,0.0
delayed,0.0
delay_xd_,0.0
delay,0.0
delaware,0.0
delated,0.0
delamination,0.0
delaminating,0.0
delaminate,0.0
del,0.0
dekompressor,0.0
dekimo,0.0
deionized,0.0
dehydrogenase_xd_,0.0
deleting,0.0
deletion,0.0
deletions,0.0
deliver,0.0
deltavision,0.0
delta,0.0
delivery_xd_,0.0
delivery,0.0
delivers,0.0
delivering,0.0
delivered,0.0
delivere,0.0
delisted,0.0
delfi,0.0
delineator,0.0
delight,0.0
delicious,0.0
delicate,0.0
delicacies,0.0
deli,0.0
delhaize,0.0
delfia,0.0
dehydrogenase,0.0
dehydroepiandrosterone,0.0
dehydrated,0.0
deflecting,0.0
deforming,0.0
deformed,0.0
deformations,0.0
deformation,0.0
deform,0.0
defog,0.0
deflector,0.0
deflection,0.0
deflect,0.0
defying,0.0
deflation,0.0
deflating,0.0
deflates,0.0
deflated,0.0
deflate,0.0
definitive,0.0
definitions,0.0
